ID,date,Site,context,perch,bodytemp.C,perch.temp.C,ambient.temp.C,humidity.percent,perch.height.cm,perch.diam.cm,weight.g,head.height.mm,svl.mm,local.time.decimal,flags,JL,JW,METC,RAD,ULN,HUM,FEM,TIB,FIB,METT1,METT2,FL,HL
KMW_095,2012_06_17,San Juan,urban,metal fence,28.7,26,30.2,70.2,135,2.7,7.5,9.4,63,8.8,,16.17286156,10.74361607,3.59059602,8.632019113,9.915055492,11.74995223,16.43193977,14.03938236,13.74388301,5.1855788,8.251016388,25.25560374,43.90791732
KMW_096,2012_06_17,San Juan,urban,metal fence,29.3,25,28.7,64.5,116,6.1,4.1,7.8,54,8.93,,14.65303951,9.402634211,3.220459316,7.848250408,9.268445276,10.62609528,14.3643975,12.7735507,12.506991,4.919263485,7.888481366,23.11499987,39.94569305
KMW_097,2012_06_17,San Juan,urban,tree,28.1,25,28.3,67.8,135,2.5,9,9.9,63,9.03,,16.77191917,12.11428399,3.662365253,9.377376763,10.95164402,13.25465185,17.35280762,14.73968634,14.55452556,5.657908149,8.838843712,27.86866112,46.58924582
KMW_098,2012_06_17,San Juan,urban,tree,28.4,24,29.2,67.8,97,3.2,10.8,10.2,66,9.07,,18.0154016,12.57634719,3.679559707,9.017666079,10.23083469,12.99439961,17.05412667,13.98513629,13.90834065,5.127344298,8.345950767,26.904794,44.51255802
KMW_099,2012_06_17,San Juan,urban,metal fence,29.9,27,28.9,69.1,141,6.1,7.6,9.2,68,9.15,,18.62963126,12.00002574,3.655499333,9.516500978,10.720696,13.59151275,18.31822441,15.57769288,15.44814787,5.65644204,8.876749882,27.96770808,48.42910922
KMW_100,2012_06_17,San Juan,urban,tree,28.5,26,29,67.1,100,8.5,11.3,10.2,68,9.63,,17.17064863,12.74621706,3.451750879,9.873119467,10.71817213,13.32318817,17.4980342,14.97392097,14.65103299,5.499292432,8.530136749,27.49311118,46.50138434
KMW_101,2012_06_17,San Juan,urban,metal fence,30.3,31,27.6,71.5,86,9.6,12,10.8,74,9.62,,18.73139866,14.11066728,4.164995913,10.17153485,11.81775583,14.85717367,20.41389071,17.09239417,17.1268851,6.163953933,10.25144622,30.8399254,53.92168503
KMW_102,2012_06_17,San Juan,urban,metal fence,31.3,28,30.2,59.7,121,3.3,10.6,10.7,70,9.52,,18.69115985,13.11603868,4.323416684,10.07351505,11.29365773,14.41191668,18.44991525,15.68818145,15.56417914,5.828921161,9.822796102,30.02899109,49.78981396
KMW_103,2012_06_17,San Juan,urban,metal fence,31.9,31,30.9,59.7,71,3.3,9.6,10.2,70,9.6,,18.54609483,12.78762086,4.194454308,9.813290347,10.92041551,13.45884026,17.73509793,14.96275121,14.82790779,5.52535156,9.445823231,28.57371008,47.66902394
KMW_104,2012_06_17,San Juan,urban,tree,29.4,28,32.3,52.8,88,14.9,8.2,9.5,65,9.88,,17.19216874,11.6199987,3.530799426,9.751190258,10.9049361,12.72913213,17.11766587,14.89291614,14.7620315,5.267259068,8.552254566,27.16486765,45.83009564
KMW_105,2012_06_17,San Juan,urban,tree,32.8,31,33.3,51.9,111,59.2,5.9,8.3,59,10.17,,15.02039159,10.18388534,3.525104476,7.824434119,9.221087027,11.0106192,14.79203266,12.36123317,11.93454091,4.873210101,8.010919914,23.7568107,40.03739585
KMW_106,2012_06_17,San Juan,urban,tree,31.6,29,30.9,50.3,95,4.5,6,7.8,60,10.37,,15.64427629,10.3847976,3.420876915,8.07283305,9.393759554,11.47866159,15.78842059,13.18673943,12.97097283,5.40630105,7.797090483,24.29329806,42.17855155
KMW_107,2012_06_17,San Juan,urban,metal gate,29,28,31.6,55.6,123,12.6,6.3,8.8,61,10.47,,16.83662713,10.86021021,3.578262369,8.434279384,9.64369208,12.00670531,16.31201855,13.35733834,13.24640603,5.190833056,8.48825503,25.22865976,43.34844498
KMW_108,2012_06_17,San Juan,urban,tree,30.9,27,31.6,60.5,85,61.7,10.3,10,68,10.57,,16.80597827,12.37336615,3.944104849,9.622577381,10.93986104,13.31970798,17.33612171,14.54323764,14.42790837,5.126994356,8.606207713,28.20367387,45.61256142
KMW_109,2012_06_17,San Juan,urban,tree,29.5,26,30.9,60.5,121,62,10.9,10.7,69,10.73,,18.42443717,13.15255583,3.867462281,9.499682234,11.09636424,12.78564167,18.47357701,15.56346486,15.28718372,5.994555107,9.554860438,27.7494682,49.58645741
KMW_110,2012_06_17,San Juan,urban,tree,30.1,27,30.6,62.4,146,17.6,13,11.7,71,10.73,,18.83639299,13.03509311,3.952912171,10.8404005,12.08261977,14.0437217,19.06231595,16.63310782,16.56263078,6.036214788,9.608156013,30.07925365,51.33979457
KMW_111,2012_06_19,Mayaguez,natural,tree,29.9,28,29.6,62.9,133,4.8,4.8,7.9,56,9.32,,14.36317366,10.13137468,2.702690971,6.948421218,7.83866401,9.694367727,13.75741096,11.33921453,11.41122226,4.603446558,6.853493811,20.23572271,36.55356585
KMW_112,2012_06_19,Mayaguez,natural,tree,29.4,27,29.4,59.4,85,30.4,8.2,9.5,66,9.43,,16.56055177,11.63509612,3.326285796,8.386233177,9.720975572,12.09688286,16.44085633,13.63684278,13.59028075,4.491758987,8.349575798,25.14414422,42.9190339
KMW_113,2012_06_19,Mayaguez,natural,tree,28.7,27,29.9,57,149,23.7,7,8.6,62,9.47,,15.56713527,11.19335234,3.356937699,8.166328587,9.357063173,11.88418965,15.6864192,12.86602663,12.49295605,5.115574585,7.39088926,24.59819052,41.05890968
KMW_114,2012_06_19,Mayaguez,natural,tree,30.2,28,30,59.8,163,12.9,6.9,8.4,59,9.52,,15.11041674,11.12323449,2.821560492,7.871283858,9.061885428,11.21085142,15.11214849,12.70312123,12.66495285,4.967935707,7.82756921,23.09429734,40.61077464
KMW_115,2012_06_19,Mayaguez,natural,tree,30.4,NA,30.3,62.1,NA,NA,5.4,7.9,59,9.67,,15.21085355,10.92026866,3.022657413,7.857535821,9.173939667,11.33671859,15.07128337,12.52761518,12.30461729,4.774231043,7.789016759,23.53331567,40.16214635
KMW_116,2012_06_19,Mayaguez,natural,tree,30.6,27,31.7,62.1,92,10.9,7.6,9.3,63,9.73,,15.77426193,10.16598848,2.734142158,8.116475479,9.187174,10.66543082,14.61976578,12.56006503,12.39890774,5.063465401,8.011777475,22.58674697,40.25507368
KMW_117,2012_06_19,Mayaguez,natural,tree,29.7,28,30.6,56.8,107,3.1,6.4,8.3,59,10.03,,15.1322843,10.39368229,3.145033451,8.04182384,9.34207722,11.15333449,14.75981354,12.62220792,12.49862265,6.664812473,5.996908389,23.64044516,40.04374232
KMW_118,2012_06_19,Mayaguez,natural,tree,31.1,27,30.6,56.8,158,50.6,8.7,9.2,63,10.03,,16.29589596,11.5117998,3.271907099,8.847088572,10.15845755,12.56119522,17.00350299,14.00767399,13.87793094,5.078181532,8.099959314,25.99155987,44.18931782
KMW_119,2012_06_19,Mayaguez,natural,tree,30.4,27,30.8,57.8,159,8.6,8.1,9.4,63,10.07,,16.0012066,11.4968151,3.475039252,8.626174794,9.817188388,12.01711097,15.44701499,13.19320911,12.87912783,5.013078683,8.072103048,25.30933861,41.72540584
KMW_120,2012_06_19,Mayaguez,natural,tree,31.2,28,30.8,53.9,123,8.3,7.7,9.1,64,10.08,,16.87114969,12.12350218,3.390526709,8.153434346,9.331762768,12.07740646,16.06924233,13.46906224,13.30477257,4.98501809,7.655370398,24.79969593,42.17869306
KMW_121,2012_06_19,Mayaguez,natural,tree,30.6,27,30.7,54.1,102,5,7.8,8.8,64,10.22,,15.58063643,11.29701043,3.365762443,8.546631969,9.859492791,12.49726042,16.08510583,13.21409481,13.14672643,4.662340092,8.293544655,25.72251566,42.25508539
KMW_122,2012_06_19,Mayaguez,natural,tree,30.8,28,30.6,51.6,136,4.8,7.7,9.3,67,10.27,,16.58952764,11.80180377,3.730406754,9.102153478,10.19781129,12.3126638,16.96816855,14.56687375,14.32140252,5.228313648,8.878285345,26.24088185,45.64164129
KMW_123,2012_06_19,Mayaguez,natural,tree,31.4,28,30.6,51.3,140,4.9,8.9,9.8,64,10.32,,16.71340934,11.87620597,2.960994654,8.670825093,9.686651992,11.60383852,15.922793,13.23114261,13.08385488,5.012654314,7.660916164,24.25148516,41.82750609
KMW_124,2012_06_19,Mayaguez,natural,tree,31.7,28,31.1,54.2,80,7.8,8.6,9.3,66,10.42,,16.39417724,12.18685664,3.612057921,8.81649132,10.13708224,12.28448575,16.82864766,13.6646158,13.55263978,4.841880856,8.648873012,26.03362592,43.98401733
KMW_125,2012_06_19,Mayaguez,natural,tree,31.1,26,31.1,52,169,35.4,5.1,8,57,10.45,,14.35568264,9.562851158,3.072781937,7.775313599,9.12721829,10.74014917,14.74010067,12.4938387,12.33395104,4.618826119,7.513739726,22.9401494,39.36650522
KMW_126,2012_06_19,Mayaguez,natural,tree,31.1,27,31.1,53.4,103,0.9,7.9,9,63,10.52,,15.46283906,11.33126821,3.500359475,8.870817754,9.888665641,12.20048685,16.18749381,13.19206285,13.1322771,4.812664212,8.096204337,25.58951197,42.28842521
KMW_127,2012_06_19,Mayaguez,natural,tree,30.1,26,31,51.9,72,24.2,4.9,7.7,57,10.55,,15.02252592,9.50275672,3.385195132,7.51187357,8.810332064,11.25075864,14.97009759,12.40539452,12.06228768,4.775980311,7.581916324,23.44628584,39.73338875
KMW_128,2012_06_19,Mayaguez,natural,tree,31.6,28,30.9,54.8,183,2.8,6.3,8.2,62,10.63,,15.37322942,10.54734279,3.203222314,7.946467576,9.341507456,11.4541164,15.19161245,12.97693573,12.55981425,5.185958747,7.870382214,23.99884617,41.22488915
KMW_129,2012_06_19,Mayaguez,natural,tree,30.2,27,29.3,62.1,142,6.4,8.6,9.7,66,10.8,,16.35190313,11.75203251,3.389101026,8.688176355,9.965705162,12.69728926,16.51346113,13.66019032,13.4066171,5.283169583,8.688595665,26.05209545,44.14541669
KMW_130,2012_06_19,Mayaguez,natural,tree,29.7,27,29.6,66.7,201,3.7,9,9.4,66,10.9,,15.80795243,11.27479188,3.425454366,8.752537937,9.92347073,12.00532715,15.9728803,13.48036628,13.30018558,4.818940061,8.165988856,25.35425225,42.43817549
KMW_131,2012_06_19,Mayaguez,natural,tree,31.2,27,29.7,65.1,233,5.2,8,9.2,63,11.03,,15.96219864,11.57276278,3.137762814,8.450283909,9.726962238,12.17980292,16.07978781,13.25619203,13.2178075,4.876948716,8.235516293,25.04452798,42.44844485
KMW_132,2012_06_19,Mayaguez,natural,tree,29.8,26,29.7,67.1,136,8.8,6.9,8.7,61,11.18,,14.55457546,10.52246906,3.298839313,7.830112579,8.930733048,11.51186533,14.69435897,12.16779584,12.17253871,4.729442811,7.844104042,23.74143769,39.43570167
KMW_133,2012_06_19,Mayaguez,natural,tree,31.4,31,31.6,54.3,64,6.3,8.1,9.1,65,11.43,,16.0966634,11.73977836,3.265535351,8.695812164,9.877600473,12.862379,16.92308324,14.06401671,13.89157452,5.222723711,8.388960807,26.00551482,44.59878447
KMW_134,2012_06_19,Mayaguez,natural,tree,30.4,28,31.6,54.1,55,28.1,8.9,9.6,62,11.37,,15.95961611,11.86264216,3.507283495,8.94551153,10.145023,12.79195899,16.6353798,14.03938725,13.63349258,5.802637362,8.808580055,26.44426548,45.28598446
KMW_135,2012_06_19,Mayaguez,natural,tree,31.1,27,31.7,52.8,119,74,8.1,9.3,64,11.57,,16.35512966,11.49929925,3.438244372,8.567353064,10.00231397,12.68994329,17.02198596,13.61731476,13.43070855,5.374351856,8.712069424,26.13050163,44.725722
KMW_136,2012_06_19,Mayaguez,natural,tree,31.1,28,31.4,56.2,109,3.7,9,9.4,64,11.68,,17.08727575,12.20032325,3.407216222,8.584810957,9.819149202,12.69992237,17.02251982,13.8156613,13.65062139,5.355068853,8.271230925,25.92628779,44.4644809
KMW_137,2012_06_19,Mayaguez,natural,tree,30.7,27,31.1,52.8,114,39,7.1,8.9,63,11.77,,15.79732646,11.35830575,3.233957106,8.533728924,9.837161062,12.22767816,16.16500549,12.64387115,12.53553498,4.829462903,7.847206611,25.29879633,41.48554616
KMW_138,2012_06_19,Mayaguez,natural,tree,30.7,29,32.1,53.9,102,4.3,7.3,9,62,11.8,,15.82183555,11.12436714,3.175584095,8.276692119,9.314737349,12.15599461,16.33549665,13.01506786,12.85645034,5.11949679,7.736452868,24.64631605,42.20651417
KMW_139,2012_06_19,Mayaguez,natural,tree,30.7,29,31.9,54.8,64,4,9.1,9.6,66,11.88,,16.76192874,11.93517893,3.643623398,9.016455119,10.41313784,13.29843714,17.66611087,14.24700284,13.98348116,5.648645419,8.764924734,27.35519838,46.32668386
KMW_140,2012_06_19,Mayaguez,natural,tree,31.5,28,30.9,53.4,123,8,7.3,9,63,11.98,,15.7254161,10.87421822,3.476303083,8.53123263,9.690731951,12.32480215,15.77359925,13.45016759,13.22057907,5.530454889,8.279635681,25.49183718,43.03385741
KMW_141,2012_06_20,Mayaguez,natural,tree,29.5,29,30.8,54.7,157,4.6,7.8,9.4,64,9.43,,16.66385419,11.24826427,3.082524663,8.431105043,9.649426797,12.34955783,16.29955777,13.45926132,13.30033165,5.199432683,8.282662258,25.08150929,43.24091403
KMW_142,2012_06_20,Mayaguez,natural,tree,30.6,26,30.8,58.2,91,57.4,7.2,8.7,63,9.7,,15.70549786,11.12552421,3.148580477,8.988381328,10.22923454,12.51255443,16.44087041,13.73865992,13.63708248,5.053311756,8.034416887,25.89036945,43.26725897
KMW_143,2012_06_20,Mayaguez,natural,tree,31.4,28,30.8,61.3,90,2.7,9.8,9.5,64,9.78,,16.78265065,11.80311112,3.130280783,8.77474114,9.898447327,12.00752492,17.12308302,13.83618254,13.75498184,4.934430839,8.212556502,25.03625303,44.1062529
KMW_144,2012_06_20,Mayaguez,natural,tree,30.4,26,30.7,62.8,24,7.1,8.4,9.4,62,9.83,,16.86889859,12.17688404,3.692584704,9.004243493,10.27723796,12.54144465,16.75065786,13.83068814,13.77390568,5.268276981,8.493612738,26.51126732,44.34323572
KMW_145,2012_06_20,Mayaguez,natural,tree,30.1,26,29.8,61.7,99,6.2,8.9,9.1,63,10.22,,16.04185756,11.69722015,3.305362407,8.587660569,9.8629935,11.71174676,16.27280661,13.37397581,13.28774485,4.992390642,8.308934402,24.88010267,42.94810746
KMW_146,2012_06_20,Mayaguez,natural,tree,29.8,26,29.6,64.2,95,5,8.1,9,62,10.35,,16.83024452,11.37967159,3.064130054,8.276053533,9.263230071,12.22667609,16.17604591,13.05085859,12.81211235,5.001297617,7.736429056,24.55403622,41.96463117
KMW_147,2012_06_20,Mayaguez,natural,tree,30.2,26,29.8,61.8,140,38.5,7.2,8.8,62,10.43,,15.61955874,11.17523531,3.157829671,8.147633766,9.238560742,12.02389004,15.71932976,12.60798331,12.66882794,5.282560397,8.058461375,24.42028045,41.66833484
KMW_148,2012_06_20,Mayaguez,natural,tree,30,27,30.3,62.8,88,2.4,5.2,7.7,56,10.55,,14.98508889,9.91446211,3.071888918,7.728403443,9.05597337,11.12294886,15.09066184,12.31201268,12.20316494,4.941058173,7.555832103,23.25081115,39.89956479
KMW_149,2012_06_20,Mayaguez,natural,tree,29.1,25,29.6,68.6,157,7.1,6.6,9.4,59,10.73,,15.09104963,10.320718,3.283354355,7.858437256,9.081142127,11.57683082,14.68677917,12.35412223,12.36067948,4.945747866,7.902313389,23.9413273,39.88896265
KMW_150,2012_06_20,Mayaguez,natural,tree,29.5,27,30,67.3,172,5.6,4.6,8,61,11.35,,16.4546067,10.74143809,3.16757077,8.305783989,9.44343815,11.67545604,15.37287709,12.79326221,12.75336292,5.065351019,7.608118554,24.28646496,40.83960888
KMW_151,2012_06_20,Mayaguez,natural,tree,29.3,26,28.8,70.4,99,17.8,4,7.1,55,10.93,,13.74544543,9.475664155,2.643067224,6.947153612,8.413694642,10.82177103,14.1546913,11.85404995,11.67320705,4.868442402,7.351888605,21.87853289,38.22907226
KMW_152,2012_06_20,Mayaguez,natural,tree,29.8,27,29.9,68.5,66,3.8,7,8.8,61,11.45,,15.26066567,10.73094538,3.070651285,8.495868996,9.657081565,11.53893247,15.09120742,12.8000154,12.55443901,4.994794632,7.622712988,24.26666532,40.50873044
KMW_153,2012_06_20,Mayaguez,natural,tree,29.6,27,28.8,69,128,7,7.9,9.1,63,11.68,,15.93460655,11.26613271,3.262816684,8.650786858,9.618265155,12.0742229,15.56311608,12.84988153,12.81377184,5.135737535,8.15645905,24.95530474,41.70519419
KMW_154,2012_06_20,Mayaguez,natural,tree,29.2,26,28,71.1,96,27.2,8,9.5,64,11.77,,16.08503189,11.15731791,3.211788753,8.753002117,9.955222809,12.87353664,17.12690895,13.92109271,13.80079104,5.144000606,8.593100845,26.0405482,44.78510312
KMW_155,2012_06_20,Mayaguez,natural,tree,29.8,27,29.1,70.1,63,2.8,8.2,9.4,63,11.87,,16.48516854,11.62244363,3.251295711,8.492454096,9.658454593,11.82495313,15.9865451,13.60214272,13.41804556,5.157158073,8.042788242,24.73470343,42.78863414
KMW_156,2012_06_20,Mayaguez,natural,tree,28.7,26,28.4,70.8,119,11.8,7.8,9.2,64,12.08,,16.45865527,11.6002478,3.180638117,8.294239002,9.677829973,11.90720166,15.79632247,12.87192438,12.97429598,4.82677812,7.982711906,24.76566975,41.47773688
KMW_157,2012_06_20,Mayaguez,natural,tree,28.3,25,28.5,70.5,158,18.7,7.9,9,65,12.17,,16.44126777,11.44741655,3.553585613,8.582444909,10.31962625,12.27593834,16.34010172,13.69424075,13.65327021,5.260842563,8.373320005,26.1491502,43.66850504
KMW_158,2012_06_20,Mayaguez,natural,tree,28.4,26,28.4,71.7,0,wall,6.6,8.7,63,12.27,ground,16.24471508,11.17717946,3.077679029,8.38065452,9.465653262,12.52067872,15.98812638,12.92000691,12.88344131,5.298254947,7.855923754,25.06401101,42.06231199
KMW_159,2012_06_20,Mayaguez,natural,tree,28.4,26,28.4,75.1,85,17.7,7.5,8.8,65,12.38,,16.21782912,11.37432171,3.505041587,8.668159392,9.659880414,11.76770771,15.69560312,12.70419514,12.59118682,5.044004576,7.649102356,24.93262972,41.09290519
KMW_160,2012_06_20,Mayaguez,natural,tree,29.5,27,30.2,75.2,111,4.7,5.7,8.2,58,12.62,,14.7324209,10.24731791,3.269931557,7.952298065,8.936208432,11.13306852,15.09686822,12.32364732,12.22884991,4.481854301,7.564091252,23.33920851,39.46646109
KMW_161,2012_06_20,Mayaguez,natural,tree,29.3,27,28.7,74.3,72,15.1,5.9,8.7,58,12.67,,15.07973261,10.08803015,3.008641097,8.091661599,9.270542931,11.62039932,15.4468633,12.80931177,12.79299973,5.051295534,7.888744999,23.89958335,41.1962156
KMW_162,2012_06_20,Mayaguez,natural,tree,29.5,26,28.3,74.7,51,31.2,6.5,8.8,60,12.7,,16.16235508,11.00401281,3.176063567,8.016296027,9.310887719,11.57813032,15.37701053,12.86220123,12.72324281,4.676283497,7.573861998,24.06508161,40.48935725
KMW_163,2012_06_20,Mayaguez,natural,tree,29.7,27,28.7,75.7,81,7.2,9.6,10,68,12.88,,17.37340396,12.57117227,3.504522647,9.159499297,10.26579518,12.71385488,17.29978645,14.30353603,13.94397673,5.393496862,8.743034259,26.48417271,45.73985359
KMW_164,2012_06_20,Mayaguez,natural,tree,28.6,25,28.9,76.1,102,34,10.6,9.7,68,12.97,,17.30269004,12.25162052,3.187585622,8.878075421,10.05770656,12.62233332,16.48962388,13.71092555,13.59382411,5.355472479,8.669059752,25.86762551,44.22508166
KMW_165,2012_06_20,Mayaguez,natural,tree,29.2,25,29.3,78.2,65,12,7.6,9,63,13.1,,15.51334155,11.20274822,3.180401693,8.464506051,9.398147343,12.08597987,15.85733333,13.17181075,13.00876242,5.279160938,8.068362888,24.6645289,42.37666791
KMW_166,2012_06_21,Mayaguez,urban,tree,31.1,31,30.3,64.1,167,10.5,8.5,9.4,62,9.22,,16.60804268,11.44329212,2.795040251,8.195053916,9.264196296,11.53707642,14.66284369,12.96932868,12.87907566,4.979328865,7.685976475,23.59631297,40.29747772
KMW_167,2012_06_21,Mayaguez,urban,metal gate,31.3,29,31.6,58.5,178,1.3,9.5,9.1,66,9.37,,16.66979871,11.61996708,3.515431156,9.704264033,11.05836938,13.51036014,18.56984404,15.33392614,15.27308803,5.645264264,9.200381008,28.08416068,48.74941545
KMW_168,2012_06_21,Mayaguez,urban,inside metal fence post,33.4,31,32.8,56.1,161,5,6.4,9,61,9.93,,16.00695791,10.939368,3.384788135,8.471396735,9.841161295,12.40027394,16.61275635,13.27446631,13.10325378,5.600135675,8.225163476,25.62622337,43.71252181
KMW_169,2012_06_21,Mayaguez,urban,fence post,33.6,30,32.2,54.5,117,5,5.8,8.7,60,9.98,,15.2794738,9.952096844,3.156807789,7.976441748,9.01534266,11.74457572,15.52673237,12.74944576,12.62595416,5.099386369,7.865839277,23.91672617,41.24140378
KMW_170,2012_06_21,Mayaguez,urban,fence,31.9,30,32.2,57,108,4.8,8.3,9.5,65,10.23,,16.7224015,11.80028415,3.432766255,8.897699795,10.01245726,12.48194728,16.79110346,13.53684365,13.35028515,5.160067458,8.280863871,25.92717079,43.76887844
KMW_171,2012_06_21,Mayaguez,urban,tree,31.8,29,31.9,56.8,95,81,8.4,9.7,66,10.3,,16.9507395,11.3161692,3.548143707,8.668061412,10.01179085,12.87728861,16.35302739,13.42369865,13.4426553,4.855512139,8.137773854,26.43722316,42.77001203
KMW_172,2012_06_21,Mayaguez,urban,tree,33.2,30,32.6,59.9,164,32.6,7.6,9.6,64,10.43,,16.80298491,11.52055836,3.258520091,8.957124036,9.939280379,12.68446196,16.63477967,13.43244837,13.31835269,4.915502454,8.209436123,25.88226243,43.19216661
KMW_173,2012_06_21,Mayaguez,urban,tree,33.2,30,32.4,56.1,69,46.6,7,9,63,10.52,,16.21087408,11.2674857,3.375074656,9.291514223,10.5554865,13.08357965,17.24375005,14.37414078,14.21478908,5.317834036,8.552950916,27.01414081,45.48867578
KMW_174,2012_06_21,Mayaguez,urban,tree,27.8,29,32.3,56.6,54,63.6,7.5,9.3,65,10.58,,16.65399171,10.8684747,3.328739787,8.54566682,9.817574882,12.24260134,16.56000697,13.6775155,13.57361238,5.789566637,8.139961461,25.38891601,44.16705057
KMW_175,2012_06_21,Mayaguez,urban,fence pole,31.9,32,32.4,57.8,78,4.8,6,8.1,60,10.67,,15.34016697,10.00597776,3.11632022,8.669754031,9.626014168,12.04725191,15.83547659,13.50768211,13.41247522,5.008109937,8.167046441,24.7895863,42.51831508
KMW_176,2012_06_21,Mayaguez,urban,tree,31.4,29,32,58.3,102,8.7,10,9.9,70,10.87,,17.52428422,12.15606282,3.853078948,9.521720292,11.00020505,13.65794226,17.89226326,15.18730397,14.9378376,5.601940093,9.431990135,28.51122626,48.11349746
KMW_177,2012_06_21,Mayaguez,urban,concrete,30.8,26,32,58.3,62,61,8.2,8.9,64,10.82,,16.46277928,11.81790318,3.268239108,8.771537623,10.01899007,12.77422821,15.87866764,13.71065499,13.58207257,5.30436888,8.58671627,26.06145738,43.48040778
KMW_178,2012_06_21,Mayaguez,urban,tree,32.6,31,33.1,53.7,73,25.3,10.5,10.2,68,11.03,,17.7692315,12.87488575,3.199735147,8.769566908,10.06699358,12.67188625,17.58722108,14.25413508,14.07417126,5.721343056,8.827011586,25.93861498,46.3897108
KMW_180,2012_06_21,Mayaguez,urban,concrete wall,34.2,31,34,50.2,106,wall,5.1,7.8,54,11.47,,13.9620013,9.50214851,3.136366358,7.193710702,8.404239867,10.77229382,14.02180825,10.95218665,10.95218665,4.961542927,7.319616731,22.31290005,37.25515455
KMW_181,2012_06_22,Mayaguez,urban,metal pole,27.1,22,26.7,69.2,125,8.1,8.8,9.2,63,7.27,,16.73730017,11.71231073,3.274108082,8.670384913,9.599183235,12.31276578,16.34426214,13.6989551,13.58133736,5.366990862,8.560592931,25.1860571,43.97080103
KMW_182,2012_06_22,Mayaguez,urban,tree,27.7,26,27.5,66.7,107,72,8.5,9.3,63,7.55,,16.51064332,11.62713878,3.188879156,8.605770433,9.831950695,11.75922182,15.98941847,13.3611359,13.2551787,5.314480625,7.997785299,24.78005167,42.6628203
KMW_183,2012_06_22,Mayaguez,urban,metal pole,28,27,27.4,66.7,136,4.8,9.7,9.5,67,7.65,,17.80308829,12.00241184,3.697113312,9.356835922,10.57173498,13.53422526,17.66124701,14.70253918,14.46666158,5.81204174,9.012590736,27.80307354,47.18841866
KMW_184,2012_06_22,Mayaguez,urban,metal pole,29.9,29,27.4,66.7,51,4.8,8.2,9.4,63,7.68,,16.43615176,12.25235471,3.335665238,8.265008845,9.56316398,12.44014121,16.28156068,13.54655751,13.1829895,5.029011757,8.086338167,25.33897043,42.94346812
KMW_185,2012_06_22,Mayaguez,urban,metal pole,30.4,33,28.2,50.1,88,4.8,7.6,8.9,62,7.78,,16.11445564,11.39574778,3.301634516,8.494743296,9.9727155,12.60683283,16.69765792,13.8653202,13.74971063,5.003510603,8.684937853,25.88118285,44.25142658
KMW_186,2012_06_22,Mayaguez,urban,metal pole,30.8,31,28.1,52.7,42,4.8,4.5,7.3,56,7.88,,14.58592059,9.706549445,2.955326382,7.82788396,8.975692049,11.27617046,15.30990484,12.46799738,12.46919166,4.807817954,7.885875114,23.20718889,40.47159529
KMW_187,2012_06_22,Mayaguez,urban,metal pole,29.6,27,28,67.5,69,4.8,7.5,8.8,67,7.98,,17.16357237,11.55754965,3.42355401,8.980047518,10.13903482,12.7411888,17.0253103,14.50669431,14.32572847,5.504798475,8.966371352,26.30377763,46.00317444
KMW_188,2012_06_22,Mayaguez,urban,tree,28.2,24,28.7,66,98,26.6,7.1,8.6,67,8.15,,17.53252075,11.98356943,3.648828652,9.298891138,10.62261264,12.98948753,16.84544703,14.35008476,14.17716369,5.47663569,8.858027244,27.26092882,45.53019473
KMW_189,2012_06_22,Mayaguez,urban,leaf,30.3,27,28.9,60.3,48,13,7.9,8.9,65,8.12,,15.92254364,12.06781448,3.439084805,8.644602723,10.0260169,12.31388852,16.0857584,13.46451427,13.39410262,5.452333639,8.248883837,25.77899023,43.25149014
KMW_190,2012_06_22,Mayaguez,urban,woody branch,29.8,26,28.9,60.3,84,4.9,6.5,7.8,62,8.12,,16.45016457,11.22298008,3.241394,8.490412866,9.731048455,12.17702861,15.82718247,13.09614645,13.03806924,5.296273623,7.925018683,25.14947106,42.14462122
KMW_191,2012_06_22,Mayaguez,urban,tree,28.7,25,28.7,65.4,123,58.4,4.5,7.7,56,8.22,,15.08041973,10.26651212,3.343880845,8.177153607,9.195884875,11.5709181,15.1519544,12.196962,12.07619231,4.922590509,7.616205835,24.11068382,39.88771274
KMW_192,2012_06_22,Mayaguez,urban,tree,28.3,24,28.7,66.4,98,26.6,9.5,9,69,8.32,,17.88235442,12.46262308,3.341204387,9.264166599,10.64016365,13.5661443,17.8249897,14.74862431,14.68689378,5.414379458,9.347330911,27.54751233,47.33532438
KMW_193,2012_06_22,Mayaguez,urban,metal pole,29.8,27,28.9,63,148,4.8,6.9,9,62,8.35,,16.64783344,11.49862,3.323687302,8.757949433,10.25257978,13.37602267,17.27750562,14.39142257,14.21315397,5.269038832,8.617527072,26.95228976,45.55549409
KMW_194,2012_06_22,Mayaguez,urban,wall,30.7,28,29.9,58.9,90,wall,7.5,8.6,62,8.68,,16.90282098,11.62652244,3.442295572,8.696978684,9.920135504,12.67177388,16.64902928,13.50404321,13.36676362,5.258211234,8.485402819,26.03420495,43.89668655
KMW_195,2012_06_22,Mayaguez,urban,metal gate,30.2,28,30.3,59.5,148,3.3,7.3,8,61,8.72,,15.72928085,10.99333409,3.334755569,8.949318571,9.681151979,12.07264383,16.40144379,13.96584585,13.77297388,5.135761962,8.463597096,25.08855138,43.9666487
