ID,date,Site,context,perch,bodytemp.C,perch.temp.C,ambient.temp.C,humidity.percent,perch.height.cm,perch.diam.cm,weight.g,head.height.mm,svl.mm,local.time.decimal,flags,JL,JW,METC,RAD,ULN,HUM,FEM,TIB,FIB,METT1,METT2,FL,HL
KMW_196,2012_06_22,Mayaguez,urban,plant,30.2,27,30.1,60.7,29,38,9.3,8.2,64,8.83,,16.42112035,11.35869043,3.436435172,8.719307054,10.19488611,12.80719684,16.78513387,14.10643099,13.92250543,5.297131795,8.494825249,26.43851812,44.6835219
KMW_197,2012_06_22,Mayaguez,urban,metal pole,30.7,26,30.1,55.3,77,4.8,11.1,9.3,68,8.93,,17.78522833,13.25656657,3.762887579,9.289587397,10.56503499,13.37240574,18.20982004,15.18974588,15.13445554,5.843072487,9.340576408,27.70032831,48.58321482
KMW_198,2012_06_22,Mayaguez,urban,tree,29.7,25,30.7,60,107,13.5,10,9.1,68,9.02,,16.62975258,12.68534754,3.693715136,9.524580551,10.57668194,13.6226563,17.48256704,14.75864868,14.56957841,5.616402507,9.248569907,27.89305338,47.10618814
KMW_199,2012_06_22,Mayaguez,urban,tree,31.9,31,30.9,47,105,16.7,4.7,6.9,55,9.38,,14.34488407,10.3745246,2.891629322,7.34110185,8.62629625,11.03430305,14.3794024,11.91227979,11.64792458,4.709603602,6.804880578,22.55222862,37.80616637
KMW_200,2012_06_22,Mayaguez,urban,tree,30.8,27,30.8,57.4,142,9,9.3,8.5,69,9.53,,17.76997016,11.873575,3.447960141,9.228725956,10.57041464,13.22372302,17.5978239,14.83712732,14.58455552,5.411542213,8.767178024,27.24209779,46.61367145
KMW_201,2012_06_22,Mayaguez,urban,tree,29.6,26,30.8,55.3,82,10.5,9.3,9.3,71,9.6,,17.60712524,12.62491176,3.906906103,9.415224677,10.84846684,13.25691856,17.41376565,14.506895,14.54770826,5.985140321,9.019619122,28.01229151,46.9254201
KMW_202,2012_06_22,Mayaguez,urban,concrete,33.7,32,33.5,50.2,154,9.5,7,8,61,10.37,,15.57825003,11.00506942,3.199147098,8.025046208,9.06702839,11.60488156,15.75534083,13.1698044,12.99845444,5.221023046,7.595287204,23.87105705,41.74145548
KMW_203,2012_06_22,Mayaguez,urban,metal pole,30.9,32,33.5,50.2,116,4.2,8.8,8.3,65,10.37,,16.06917849,11.37350467,3.205058493,8.250497828,9.500255968,12.47588624,16.18907155,13.17093795,13.07259112,5.145534632,8.190987788,25.1812007,42.69653192
KMW_204,2012_06_22,Mayaguez,urban,concrete,31,29,33,46.1,74,wall,5.7,7.5,58,10.45,,14.69090997,9.998537257,2.819463027,7.731552856,8.792619623,11.733821,15.5333282,12.84162791,12.60032765,4.93725781,7.907830897,23.34590365,41.22004481
KMW_205,2012_06_22,Mayaguez,urban,tree,32.6,27,32.4,50.5,174,6,7.4,8.2,63,11.1,,15.80440934,10.740712,3.253059723,8.436275134,9.466173903,12.18539039,16.40802751,13.55308401,13.42967203,5.172312654,8.147314489,24.90462401,43.28073866
KMW_206,2012_06_23,Mayaguez,urban,tree,26.1,24,27,72.1,83,14,9.8,9.1,66,7.12,,17.03789596,12.44019431,3.867737077,8.901519941,10.38586988,12.9513021,16.73927997,13.86415955,13.8706814,5.154478173,8.596513004,27.20490906,44.3544307
KMW_207,2012_06_23,Mayaguez,urban,metal fence,29.1,27,27.4,71.8,167,3.3,3.4,6.9,50,7.42,,13.4039139,8.997493248,2.833160018,7.202396901,8.139025271,9.801329747,13.11891124,11.32773975,11.21011438,4.711039473,6.755336723,20.77351504,35.91302719
KMW_208,2012_06_23,Mayaguez,urban,metal fence,30.6,29,27.8,71.8,177,4.7,7.7,8.4,62,7.5,,15.70264142,11.34398587,3.294932674,8.571521006,9.466852536,11.82226752,15.36132051,13.16292166,12.93358238,5.125768647,8.036117765,24.58405273,41.68612859
KMW_209,2012_06_23,Mayaguez,urban,tree,29.7,27,29.7,66.3,192,12.4,8,8.2,62,7.68,,16.02102967,11.28018505,3.660804067,8.176395173,9.503791217,11.99661888,16.09214394,13.35172361,13.12769209,5.247263508,8.185229579,25.16121416,42.87636064
KMW_210,2012_06_23,Mayaguez,urban,concrete,30.9,24,28.5,65.5,62,21.4,7.3,8.5,62,7.75,,16.41076799,11.01536154,3.503548302,8.542140612,9.883139691,12.51274455,16.28170289,13.47274569,13.30190377,5.314757302,8.004655001,25.89943254,43.07386088
KMW_211,2012_06_23,Mayaguez,urban,tree,29.7,29,29.1,65.5,148,22,7.1,8.2,62,7.87,,15.82827027,10.46081206,3.395915494,8.518637836,9.528342544,11.88469792,15.85929017,13.41050031,13.48011086,5.210019636,7.913240724,24.80895596,42.39305084
KMW_212,2012_06_23,Mayaguez,urban,metal fence,32.2,31,29.4,62.5,136,12.3,8,8.5,63,8.02,,16.46978876,10.82679294,3.321843067,8.480073291,9.650456964,12.08001775,15.90601749,13.06537871,13.05764372,5.103799139,8.351827236,25.05231778,42.42702257
KMW_213,2012_06_23,Mayaguez,urban,fence post,28.3,27,29.1,59.1,98,4.3,7.8,8.4,63,8.07,,15.95472374,10.87656784,3.367886515,8.674982845,10.13380548,12.13295176,16.52474665,13.55064411,13.55680192,5.539267613,8.38564531,25.63464375,44.00030369
KMW_214,2012_06_23,Mayaguez,urban,concrete,29.2,27,29.1,57.4,63,56.5,8,9.1,67,8.18,,17.52312504,12.23768005,3.397061671,8.633047958,10.14070479,12.22630963,16.80487711,13.97682284,13.73322824,4.934405427,8.452668422,25.76407609,44.1687738
KMW_215,2012_06_23,Mayaguez,urban,concrete,32.2,27,29.2,52.6,123,35.2,6.4,7.9,59,8.28,,15.27528032,10.52056943,3.012026069,7.594281495,8.837128573,11.18343779,14.5997041,12.12185593,12.06433359,4.802975513,7.067147571,23.03259243,38.59168311
KMW_216,2012_06_23,Mayaguez,urban,concrete,30.2,26,29.7,61.3,169,wall,11.5,9.7,72,8.68,,18.38408499,13.25974312,3.631211599,9.516812152,10.88852429,13.33031954,18.89575135,15.38934301,15.34237819,5.377914586,8.895359521,27.85005544,48.55836848
KMW_217,2012_06_23,Mayaguez,urban,bush,30.3,31,29.9,56.3,44,3.5,9.2,8.6,64,8.72,,16.32454943,11.8251519,3.77637957,8.886502218,10.25532628,12.35004575,16.86968609,14.27595258,14.17393032,5.543854706,8.817606075,26.38175159,45.50709945
KMW_218,2012_06_23,Mayaguez,urban,tree,29.1,26,29.4,59.2,104,9.1,9.6,9.4,65,8.8,,16.65113222,11.87166766,3.376182416,8.566021251,9.835111396,12.26527948,16.2943467,13.05663091,13.06853323,5.114108102,7.964743944,25.47657329,42.42982965
KMW_219,2012_06_23,Mayaguez,urban,painted wall ledge,30.4,26,30,60.9,98,8,3.6,6.6,52,8.97,,13.6129187,8.940078511,2.777176672,7.196711306,8.509953139,10.81002332,14.1070333,11.96719124,11.93404369,4.438050948,7.183265895,22.09715313,37.69554139
KMW_220,2012_06_23,Mayaguez,urban,metal fence post,30.2,27,29.7,58.6,215,4.2,9.3,9.3,65,9.18,,17.0953496,11.63522067,3.757289199,9.046591179,10.36685054,13.046654,17.56847739,14.28177864,14.18169385,5.058855777,8.551788175,27.17079373,45.46089999
KMW_221,2012_06_23,Mayaguez,urban,metal fence,31.8,30,30.3,55.9,116,4.8,6.8,8.2,66,9.35,,16.84226489,11.52177611,3.310626355,8.479741217,9.700971982,12.19178865,16.35239563,13.32933977,13.21076237,5.576855741,8.649945004,25.20338699,43.90853615
KMW_223,2012_06_26,Ponce,urban,tree,28.9,31,31.3,66.9,101,25,7,8.2,64,17.5,,16.75385039,11.19317864,3.528331559,9.104194629,10.22891076,12.58285516,17.16618592,13.93611888,14.00805358,5.140645889,8.351644429,26.34009748,44.59459511
KMW_224,2012_06_27,Ponce,urban,tree,30.6,25,29.6,77.3,93,10.5,6.8,8.4,62,7.92,,15.74936013,11.25211428,3.070853892,8.366026857,9.625673446,11.74913766,15.75783354,13.29063654,13.12223644,5.226498905,7.719711227,24.445665,41.99468021
KMW_225,2012_06_27,Ponce,urban,concrete pos,30.6,22,30.3,70.7,189,26.5,10.5,9.1,68,8.07,,17.18271309,12.3483917,3.626267698,8.973198763,10.22335397,12.79148684,17.45971525,14.5373598,14.43226305,5.727035248,8.72504666,26.64110851,46.44915696
KMW_226,2012_06_27,Ponce,urban,tree,31.2,31,31.3,69.5,115,9.8,7.1,9.1,69,8.28,,18.60639306,11.99223363,3.581022073,9.404637581,10.89572063,13.22459992,18.53936695,14.78190085,14.39349983,5.235015463,9.120911833,27.70134262,47.67719509
KMW_227,2012_06_27,Ponce,urban,metal gate,31.9,31,30.8,66.1,225,2.4,7.1,8.8,66,8.5,,17.25274378,11.63610776,3.756490032,8.860003586,10.12391394,12.83197649,17.27097946,13.91716597,13.80224862,5.315774552,8.538816765,26.71238046,45.04273675
KMW_228,2012_06_27,Ponce,urban,tree,32.2,31,31.3,65.6,100,2.6,5.4,7.3,59,8.5,,15.2922286,9.913134863,2.961126154,8.398886609,9.628112008,12.08337715,16.46035608,13.46162804,13.30658313,4.817497764,8.080438145,24.67261531,42.81992004
KMW_229,2012_06_27,Ponce,urban,wall,31.7,29,30.7,60.1,202,wall,7.5,8.7,65,8.57,,17.34174275,11.23049397,3.874180038,8.495211565,10.07440907,13.03500014,17.35608577,14.5679158,14.44862584,5.379915616,8.75144552,26.98358925,46.05536271
KMW_230,2012_06_27,Ponce,urban,wall,31.9,29,32.6,60.1,254,wall,8.8,9.1,68,8.67,,17.80638813,12.90449228,3.466284381,9.228926848,10.56871486,13.01060015,17.43484154,14.601476,14.23464484,5.552193568,8.900230448,27.04559939,46.48874155
KMW_231,2012_06_27,Ponce,urban,tree,32.2,33,30.9,60.1,161,18.2,4.5,7.2,58,8.75,,15.09642715,10.12569288,2.844148364,7.676137656,8.915878876,11.17043175,14.49490401,12.00560198,11.70972606,4.456871147,7.584705462,22.93045899,38.5420826
KMW_232,2012_06_27,Ponce,urban,tree,31.6,31,31.1,60.1,162,35.9,6.2,7.8,60,8.83,,15.40146173,11.0003121,3.060680426,7.92817262,8.856889299,11.53671913,14.88802534,11.95740367,11.91328812,4.667322811,7.300031792,23.45428885,38.81278361
KMW_233,2012_06_27,Ponce,urban,tree,32.7,29,31,60.3,158,1.8,3.5,7,57,8.95,,14.98740595,9.517239754,2.804432994,7.096655769,8.272312168,10.77803231,14.42233678,11.62224492,11.37270209,4.500824926,7.178064959,21.85477747,37.72347159
KMW_234,2012_06_27,Ponce,urban,tree,31.3,28,30.3,62.8,177,3.8,6.2,8.4,63,9.07,,16.79764123,11.22003,3.242540278,7.912572561,9.126696089,11.90830911,15.80786153,12.95755393,12.72855166,4.807789955,7.947429078,24.27754548,41.52063449
KMW_235,2012_06_27,Ponce,urban,tree,30.3,27,30.9,64.6,217,5.2,8.3,8.9,66,9.12,,16.91708897,11.99655834,3.561108794,9.1865273,10.40273502,13.00542909,17.30442606,14.43049019,14.23836733,5.611216007,8.851647885,26.96927291,46.19778014
KMW_236,2012_06_27,Ponce,urban,tree,30.6,28,31.2,65.4,106,5.8,9.3,8.8,66,9.23,,17.26119639,12.3720405,3.892714099,8.891820165,10.38016976,13.03758861,17.40089558,14.83598539,14.6580598,5.501828622,8.918000895,27.31047246,46.65671048
KMW_237,2012_06_27,Ponce,urban,concrete,31.3,27,31.2,66.8,116,23,11.2,9.1,74,9.3,,19.41487598,12.90191134,4.147924313,10.23024604,11.9352403,15.19675771,20.18151785,16.72219976,16.67324293,6.513035294,10.27554122,31.27992232,53.69229412
KMW_238,2012_06_27,Ponce,urban,tree,32.9,30,31.4,51.3,218,3.9,7.4,8.3,62,9.52,,15.47704574,11.12153487,3.299440255,8.88682161,10.04749983,12.72638298,16.83638435,14.5545988,14.16427558,4.899225627,8.054354114,26.07332306,44.34456289
KMW_239,2012_06_27,Ponce,urban,concrete wall,32.9,31,32,61.6,127,17,5.6,7.9,61,9.68,,16.3362016,10.74358824,3.095220174,8.467271284,9.783305159,12.61507081,17.09208874,14.32970104,14.02634916,5.721689519,7.526628883,25.49359614,44.67010819
KMW_240,2012_06_27,Ponce,urban,concrete wall,32.7,30,33.1,53.4,93,wall,8.6,8.6,67,9.8,,17.91697187,12.2292967,3.579063983,8.755617649,10.32438761,12.7229716,16.70156583,14.49021874,14.40798874,5.565038598,8.89003853,26.6264232,45.64686169
KMW_241,2012_06_27,Ponce,urban,tree,32.8,29,32.1,52.6,114,26.4,8.6,9,70,9.9,,17.45313915,11.68929861,3.651131747,9.219901766,10.42777976,12.99478174,17.21299831,14.32901189,14.33092938,5.532210769,9.044100148,27.07369325,46.11832112
KMW_242,2012_06_27,Ponce,urban,conctreete wall,32.6,27,32.3,64.5,79,wall,6.1,8.1,60,10.1,,16.44307002,10.59272697,3.379843955,8.129701718,9.154203724,11.60503978,15.31085859,12.65499318,12.5310542,5.228974552,7.428345079,24.13908746,40.6231714
KMW_243,2012_06_27,Ponce,urban,tree,32.8,28,32.1,58.2,45,31.5,9.7,9.3,66,10.18,,17.69322353,12.31018319,3.613104392,8.960839679,10.43466483,12.99239096,17.46979771,14.30518257,14.24355612,5.335654982,8.348746048,27.04016019,45.4593813
KMW_244,2012_06_27,Ponce,urban,concrete wall,33.1,28,31.8,66.9,117,wall,8.6,9,65,10.25,,16.73342951,12.36252494,3.61442725,8.694176696,9.913359347,12.8882154,16.85395965,13.92680412,13.86472051,5.292974154,8.544022503,26.416002,44.61776043
KMW_245,2012_06_27,Ponce,urban,metal pipe,32.4,28,31.9,66.9,175,4.9,9.7,9.6,68,10.52,,16.62326338,12.31719824,3.659467487,9.089477504,10.59601642,13.20217014,18.18045571,14.60122911,14.3029311,5.63014131,8.856854873,27.45765404,47.26868101
KMW_246,2012_06_27,Ponce,urban,concrete,32.9,31,32.2,62.2,126,16.4,9.2,9.1,68,10.58,,17.89718594,12.44104091,3.632685295,9.779484643,11.22529978,13.42932824,18.21198577,14.99847335,15.05831402,5.674087679,9.142367959,28.28731332,48.02691476
KMW_247,2012_06_27,Ponce,urban,concrete,32.3,28,32.3,59.9,77,15,8.3,8.8,66,10.63,,16.2333703,12.13499489,3.36444786,9.262503699,10.84681514,13.42809667,17.37426097,14.61352779,14.38665681,5.418914121,8.833980004,27.63935968,46.24068289
KMW_248,2012_06_27,Ponce,urban,tree,33.8,31,32.9,56.1,152,14.4,8.5,8.6,68,10.73,,17.72826073,12.38718085,3.648245867,8.939568396,10.51266523,13.82064594,17.80280763,15.25896638,14.89138718,6.041085637,8.994624285,27.98155703,48.09748393
KMW_249,2012_06_27,Ponce,urban,tree,31.5,28,31.6,62.1,157,4.2,7.9,8.7,64,10.97,,15.99855599,11.66946506,3.330346477,8.417156356,9.870267272,12.01201504,15.91680289,13.10703383,13.1739747,4.659743849,8.116275489,25.21262879,41.79985605
KMW_250,2012_06_27,Ponce,urban,metal fence post,33.6,33,32.8,53.5,135,4.9,5.4,7.9,61,11.07,,15.86650256,11.07263412,3.380659613,7.83858136,9.036543871,11.58041344,15.7800779,12.87947721,12.75096406,4.92222841,7.673183524,23.99761693,41.25496705
KMW_251,2012_06_27,Ponce,urban,tree,33.4,30,32.7,55.6,173,22.9,6.1,8.4,63,11.2,,16.31151737,10.91887248,3.584209294,8.257081125,9.668768571,12.65131873,15.84101974,13.70590371,13.64048928,5.634776167,8.206198781,25.90429659,43.38789839
KMW_252,2012_06_27,Ponce,urban,tree,33,30,33.8,51.3,78,41.7,5.9,7.8,61,11.32,,15.95233742,10.8024768,3.579268676,8.233962831,9.365167655,12.34031451,16.20037678,13.5026731,13.396916,5.38192087,8.246116284,25.28475084,43.33108703
KMW_253,2012_06_27,Ponce,urban,tree,33.1,31,32.6,53.9,88,13.6,9.7,9.2,67,11.4,,17.94505242,12.75477198,3.496382207,8.993495841,10.30843921,13.46548014,17.57634685,14.93614981,14.94059669,5.606800875,8.767974621,27.27030156,46.88727216
KMW_254,2012_06_27,Ponce,urban,tree,33.9,31,33.8,53.4,113,13,3.9,6.6,55,11.5,,14.60227011,9.527348419,3.009718156,7.640620773,8.814001667,10.96965074,14.90207569,12.15527709,12.0629103,5.008757894,7.389585786,22.79337056,39.45569646
KMW_255,2012_06_27,Ponce,urban,tree,33.3,32,32.3,52.3,130,30.1,6.4,8.3,63,11.65,,16.35728948,10.88888408,3.603872455,8.584203296,10.05532891,12.25598831,16.27145623,13.77567339,13.70706307,5.358620163,8.308511338,25.91518968,43.71426112
KMW_256,2012_06_27,Ponce,urban,concrete,34.1,29,31.8,57.2,154,15.9,4.7,7.1,59,11.7,,15.02706335,9.869233582,2.885259603,7.912309161,9.004854448,11.50783112,15.31765744,12.617853,12.55250797,4.588873971,7.245750743,23.39794518,39.77013515
KMW_257,2012_06_27,Ponce,urban,tree,33.5,31,32.5,50.5,189,12.6,8.8,9.2,67,11.87,,17.45292619,11.74582535,3.573384901,8.96842706,10.56254931,13.20279871,17.1138765,14.33181287,14.15357821,5.615840769,8.691240587,27.33873292,45.75277072
KMW_258,2012_06_27,Ponce,urban,tree,32.3,29,32.2,49.1,140,25.7,6.4,8.2,64,11.95,,16.47529902,11.00897932,3.288645659,8.249164928,9.456130659,11.8181988,16.50400838,13.52498641,13.36514154,5.445173239,8.250606498,24.56297512,43.72477454
KMW_259,2012_06_27,Ponce,urban,tree,34.4,33,33.1,57.3,82,11,7.7,9.1,67,14.08,,16.94211276,11.77372346,3.656786369,9.015887717,10.44321201,12.95675993,16.64371188,13.97016171,13.9308656,5.668340568,8.815908789,27.05675831,45.09812294
KMW_260,2012_06_27,Ponce,urban,tree,33.8,31,32.4,58.5,170,18.2,9.1,10,70,14.37,,18.10096062,12.71368329,3.740676423,9.56735654,11.11736214,14.2757669,18.48138955,14.90247561,14.87967565,5.6033474,8.989054244,29.13380546,47.97626681
KMW_261,2012_06_27,Ponce,urban,metal,32.8,29,32.7,58.5,90,4.8,10.2,8.8,67,14.43,,17.29837367,12.65278913,3.63799724,9.60218375,10.94081661,13.96805524,18.16596212,15.06504076,15.12402533,5.880302467,9.158998742,28.54686909,48.27030409
KMW_262,2012_06_27,Ponce,urban,tree,34.4,32,33,53.5,109,22.9,7.9,9.2,68,14.55,,18.79949789,12.37683185,3.84773929,9.421362151,11.13040276,13.50211568,18.53603185,15.14380727,14.95582736,5.775382768,8.982530669,28.48025773,48.43775256
KMW_263,2012_06_27,Ponce,urban,tree,31.6,29,32.2,55.2,87,2.2,10.1,9.2,70,14.7,,18.48712048,12.26775004,3.688512408,9.589513916,11.07574305,14.17906901,18.70732958,15.17668593,14.99027583,5.828202265,9.260929705,28.94332447,48.97314748
KMW_264,2012_06_27,Ponce,urban,metal fence,34.4,32,32.9,57.5,155,4.2,7.7,9,65,14.75,,17.34687883,12.29741638,3.441723175,9.134331373,10.46476253,13.04668652,17.46142607,14.90991021,14.80287991,5.940623989,8.722662427,26.95317223,47.0346227
KMW_265,2012_06_27,Ponce,urban,tree,32.3,29,31.8,60,83,3.9,10,9.2,67,14.8,,18.46969152,12.61020062,3.745945792,9.241044731,10.61952922,13.56464009,17.50521929,14.91871349,14.85332598,5.517789454,8.933794308,27.9301151,46.87551654
KMW_266,2012_06_27,Ponce,urban,tree,32.7,27,31.4,64.3,117,3.8,5.8,7.3,61,14.9,,15.20245681,10.43590146,3.157731902,7.92878138,9.162049576,11.56987847,15.32850267,12.53844469,12.29858727,4.963802042,8.118700317,23.88965995,40.94944972
KMW_267,2012_06_27,Ponce,urban,tree,32.5,27,32.2,68.5,140,2.4,8.7,9,64,15.05,,16.82337892,11.66401105,3.320807731,9.080809859,10.5202198,12.87310105,17.11649875,14.18413993,14.06136008,5.243757788,8.417237851,26.71412858,44.96163432
KMW_268,2012_06_27,Ponce,urban,tree,31.8,28,31.3,68.5,336,2.4,7.6,9.1,71,15.27,,17.5061714,12.41996724,3.883692826,9.29041307,10.94441037,13.88324404,18.10449665,14.82605853,14.71120052,5.724655444,9.038719325,28.71134723,47.69392995
KMW_269,2012_06_27,Ponce,urban,tree,NA,32,31.9,64,113,6.9,6.6,8.4,60,15.37,,15.94978455,10.87421822,3.116337255,8.616621551,9.896925398,12.57428662,17.29121608,14.13458974,14.12689894,5.15534125,7.941493739,25.58754927,44.52264081
KMW_270,2012_06_27,Ponce,urban,tree,33,32,32.6,57.8,114,15,7.6,8.6,61,15.47,,17.06371826,11.54274995,3.385591937,8.887252413,10.25906135,12.65839253,16.70711363,13.94233821,13.88166279,5.020972136,8.024262355,26.30304582,43.69468633
KMW_271,2012_06_27,Ponce,urban,concrete,33,34,32.4,54.5,97,17.8,6.5,8.2,66,15.6,,17.50257547,11.12632602,3.410992578,8.955112489,10.21058585,12.22846371,16.82007015,14.08039794,14.01863857,5.212402736,8.498908608,25.85004214,44.61177943
KMW_272,2012_06_27,Ponce,urban,metal fence,32.9,31,33.2,55.4,111,3.3,8.8,9,65,15.82,,17.5388382,12.03140584,3.169425748,8.427992131,9.73252729,12.29606413,16.28417003,13.4499668,13.44756563,4.81493435,7.846413978,25.19801716,42.39548516
KMW_273,2012_06_27,Ponce,urban,metal fence,33.9,32,33.1,63.1,124,6,4.6,7.5,58,15.98,,14.96033515,10.21115295,3.5315908,7.500292629,8.70526458,11.23051972,15.02902026,12.69050308,12.63465556,5.061569366,8.020172939,23.4673751,40.80126564
KMW_274,2012_06_27,Ponce,urban,tree,32.1,27,32.4,69.8,100,6.4,8.2,9,66,16.1,,17.49772473,11.73977836,3.622141493,8.941664951,10.49001449,12.99311011,17.61113863,14.68793087,14.38555765,5.604788851,9.127386948,27.1052661,47.0312453
KMW_275,2012_06_27,Ponce,urban,metal pole,32.1,27,31.6,70.5,66,6.1,6.2,8.2,65,16.17,,17.19163456,11.31905031,3.417266919,8.85555377,10.26684332,12.81178736,17.03522924,14.11663009,14.15129579,5.070415872,8.455960055,26.49589759,44.67823525
KMW_276,2012_06_27,Ponce,urban,tree,32.2,26,31.9,64,126,17.1,8.7,9.4,67,16.22,,17.28414972,12.23407488,3.417174861,9.034868338,10.32294624,12.53046495,16.95149398,14.32716702,14.17612632,5.041819606,8.616957289,26.27058606,44.93743789
KMW_277,2012_06_27,Ponce,urban,tree,33.5,28,32,59.3,116,10.4,8.6,9.1,64,16.52,,16.7701299,11.81399123,3.685196135,9.288238748,10.72079259,13.96433465,18.25662438,14.89539438,14.71146479,5.573955721,9.595604463,28.37032338,48.32157894
KMW_278,2012_06_29,Ponce,natural,tree,28.2,23,27.1,59.8,180,6.8,7.1,8.7,63,8.47,,16.17170401,11.23049397,3.340242204,8.734023331,9.820673628,12.21079615,15.92306185,12.81733943,12.63044923,5.137523969,8.098352012,25.37171198,41.97627726
KMW_279,2012_06_29,Ponce,natural,tree,29.2,24,27.1,59.8,275,5.5,6,8.1,60,8.47,,15.83796236,10.84180322,2.966324482,7.899705826,9.073424837,11.44056978,15.24760336,12.64577293,12.41553347,4.862373814,7.4094977,23.4803191,40.1652478
KMW_280,2012_06_29,Ponce,natural,tree,29,24,27.3,64.5,190,4.3,8.1,8.6,62,8.57,,16.19358825,10.94572297,3.210072615,8.453350451,9.769663988,11.72602197,15.71079773,12.96057242,12.88570154,4.936794018,7.766522893,24.70575857,41.37468707
KMW_281,2012_06_29,Ponce,natural,tree,28.3,23,27.6,68.2,170,8.3,7.2,8.7,62,8.67,,16.65680517,11.614956,3.200505938,8.145770372,9.495537262,11.803962,15.61399751,12.68054395,12.55569187,4.821939441,7.935887645,24.5000052,41.05236855
KMW_282,2012_06_29,Ponce,natural,tree,29,25,27.9,67.7,160,4.9,7.8,8.2,61,8.75,,15.94213327,11.6553655,2.988323165,7.915856231,9.13428649,11.45981216,14.65651213,12.25054141,12.12780526,4.321032745,7.587963759,23.58242181,38.81605004
KMW_283,2012_06_29,Ponce,natural,tree,27.3,23,28.7,63.6,102,5.8,4.9,7.4,58,8.8,,15.39213401,10.10916531,3.1950651,7.871889385,8.971969115,11.43533525,15.29557347,12.53118284,12.41317001,4.710527771,7.854578421,23.60236946,40.3918625
KMW_284,2012_06_29,Ponce,natural,tree,29.8,25,28.4,67.6,178,4.4,10,9.3,68,8.88,,17.96161348,12.79594355,3.644999081,8.890953337,10.22787296,12.81289704,16.86678693,13.55599685,13.39108688,4.786500903,8.034280604,26.68576908,43.24356528
KMW_285,2012_06_29,Ponce,natural,tree,29.2,24,28.3,70.6,198,5.5,7.6,8.2,65,8.98,,16.54565385,11.42781138,3.618987639,8.62159286,9.893338445,12.17927824,16.22059629,13.60504628,13.49218378,5.566248706,8.333862307,25.69160433,43.72575358
KMW_286,2012_06_29,Ponce,natural,tree,29.8,27,28.1,70.2,191,5.5,7.3,8.5,64,9.05,,15.49043844,11.3188062,3.484029171,8.051996885,9.502783831,11.85823747,15.79963875,13.29679263,13.22967665,5.186552202,8.167783556,24.84505047,42.45076714
KMW_287,2012_06_29,Ponce,natural,tree,28.1,24,27.8,66.4,103,3.9,8.5,8.7,64,9.17,,17.50547981,12.29572603,3.112362006,8.788169723,9.985436583,12.1001914,15.98737915,13.50600848,13.383528,5.089531165,8.100662705,25.19798999,42.6835815
KMW_288,2012_06_29,Ponce,natural,tree,28.1,23,28.5,70,107,34.8,8.7,8.9,65,9.28,,17.29878666,11.873575,3.063959043,8.235606829,9.602830632,12.39692493,16.6067284,13.54222113,13.2866219,4.869223996,8.187340855,25.06371461,43.20551438
KMW_289,2012_06_29,Ponce,natural,tree,29.6,23,29.1,65.6,120,7.5,4.8,7.6,57,9.42,,15.49824784,9.989820363,3.146413385,8.070158484,9.365146815,11.11631348,14.64855168,12.10204223,12.00369626,4.784546418,7.708087674,23.62787368,39.243228
KMW_290,2012_06_29,Ponce,natural,tree,30.3,26,30.3,62.2,154,0.9,5.9,7.7,59,9.55,,14.74545953,10.84976346,2.985629464,8.069648698,9.233086661,11.84420794,15.0017073,12.42987929,12.31976341,4.456023729,7.808031477,24.06292406,39.6956418
KMW_291,2012_06_29,Ponce,natural,tree,30.7,26,31.3,61.6,104,5.4,6,8.1,60,9.62,,15.45694295,10.58606259,2.928374353,7.666047582,9.021206872,11.41335697,14.95115313,12.33436332,12.13796212,4.538962269,7.418165791,23.36293819,39.24264452
KMW_292,2012_06_29,Ponce,natural,tree,30.1,26,30.3,56.3,141,5.2,6.6,7.9,60,9.67,,14.55088063,10.22062241,2.802978276,7.630081125,8.968005202,11.38561765,15.20319259,12.10740442,11.97640451,4.554304811,7.390986893,23.15660113,39.25588872
KMW_293,2012_06_29,Ponce,natural,tree,32.2,28,31.4,57.9,161,5.3,7.3,8.7,62,9.82,,16.39115639,11.48644605,2.987402329,7.793169521,9.284071581,11.41281303,15.30269516,12.42416993,12.16543591,4.760505268,7.167117752,23.68428694,39.65448811
KMW_294,2012_06_29,Ponce,natural,tree,32.9,28,31.3,54.6,245,4.5,4.5,6.8,54,9.88,,14.26663419,9.837315025,3.05310958,7.102698655,8.347943056,10.40750119,14.22522382,11.55683077,11.23552955,4.673800747,7.303491808,21.80855382,37.75934714
KMW_295,2012_06_29,Ponce,natural,tree,32.1,28,32.1,61.1,103,5.9,6.4,7.6,60,9.97,,15.41501385,10.84423427,3.206509115,7.525307441,8.864683803,10.9099325,14.44212265,12.15230522,12.03952998,4.637317116,7.51303611,22.98112542,38.7447811
KMW_296,2012_06_29,Ponce,natural,tree,32,32,31.7,54.6,159,3.9,5.1,7.9,56,10.02,,14.77519211,10.39031593,2.825534577,7.635651395,8.878954763,10.871346,14.10792316,12.03991489,11.91607853,4.514092672,7.375142627,22.57583534,38.03707335
KMW_297,2012_06_29,Ponce,natural,tree,32.9,31,33.3,54.2,115,3.7,4.9,7.1,56,10.08,,15.13591728,10.68288366,2.987094587,7.344985409,8.820703504,10.94579151,14.10738067,11.69755011,11.6489777,4.437362725,7.39379985,22.7535896,37.63609336
